,Strikes,stock,DELTA_CALL,DELTA_PUT,GAMMA_CALL,GAMMA_PUT,VEGA_CALL,VEGA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT
141,190.0,100,0.17522732733223279,-0.8247726726677672,0.0025798763146361024,0.0025798763146361024,25.798763146361026,25.798763146361026,-13.58461343253898,-4.547933899782196,-13.58461343253898,-4.547933899782196
142,191.0,100,0.17253207119858294,-0.8274679288014171,0.0025545692474976513,0.0025545692474976513,25.545692474976512,25.545692474976512,-13.44817280851348,-4.36393180453166,-13.44817280851348,-4.36393180453166
143,192.0,100,0.16987726734987935,-0.8301227326501206,0.002529364014153327,0.002529364014153327,25.29364014153327,25.29364014153327,-13.312373587832916,-4.18057111262606,-13.312373587832916,-4.18057111262606
144,193.0,100,0.16726238717536268,-0.8327376128246373,0.0025042654383731753,0.0025042654383731753,25.042654383731755,25.042654383731755,-13.17723865759765,-3.9978747111657587,-13.17723865759765,-3.9978747111657587
145,194.0,100,0.16468690538440867,-0.8353130946155913,0.0024792781310708973,0.0024792781310708973,24.792781310708975,24.792781310708975,-13.042789828949719,-3.815864411292793,-13.042789828949719,-3.815864411292793
146,195.0,100,0.1621503001542156,-0.8378496998457844,0.0024544064959511284,0.0024544064959511284,24.544064959511285,24.544064959511285,-12.909047866572461,-3.6345609776904997,-12.909047866572461,-3.6345609776904997
147,196.0,100,0.1596520532679827,-0.8403479467320173,0.0024296547350695884,0.0024296547350695884,24.29654735069588,24.29654735069588,-12.776032517699822,-3.4539841575928243,-12.776032517699822,-3.4539841575928243
148,197.0,100,0.15719165024395765,-0.8428083497560424,0.002405026854304465,0.002405026854304465,24.050268543044652,24.050268543044652,-12.643762540629044,-3.2741527092970095,-12.643762540629044,-3.2741527092970095
149,198.0,100,0.15476858045572295,-0.845231419544277,0.002380526668737695,0.002380526668737695,23.80526668737695,23.80526668737695,-12.512255732731798,-3.0950844301747296,-12.512255732731798,-3.0950844301747296
150,199.0,100,0.15238233724407402,-0.847617662755926,0.002356157807944935,0.002356157807944935,23.56157807944935,23.56157807944935,-12.38152895795954,-2.9167961841774375,-12.38152895795954,-2.9167961841774375
151,200.0,100,0.15003241802083872,-0.8499675819791612,0.0023319237211933434,0.0023319237211933434,23.319237211933437,23.319237211933437,-12.251598173840314,-2.7393039288331735,-12.251598173840314,-2.7393039288331735
