Strikes,stock,DELTA_CALL,DELTA_PUT,GAMMA_CALL,GAMMA_PUT,VEGA_CALL,VEGA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT
70.0,100,0.9320310042266147,-0.06833185372197513,0.004148040406809149,-0.0011262147043690446,13.519473941293057,13.312102655349701,-8.4117859000264,-1.7038576338863234,58.72890466867408,-7.8571550463758975
71.0,100,0.9252579859286092,-0.0751048720199805,0.004228116031126156,-0.0012062903286860507,14.523420733403277,14.31604944745992,-8.486804849257872,-1.826152576114199,58.88576240077425,-8.651526738776445
72.0,100,0.9180490251449502,-0.08231383280363945,0.004310002634533794,-0.0012881769320936892,15.558555590989435,15.351184305046077,-8.564815538137044,-1.9514152022811593,58.98916103921748,-9.49935752483393
73.0,100,0.9110826192958839,-0.08928023865270576,0.004385696392310817,-0.0013638706898707123,16.524485344231657,16.317114058288293,-8.63414332020081,-2.067971263798907,59.107113487855564,-10.332634500696555
74.0,100,0.9037411301678834,-0.09662172778070618,0.004462255860344684,-0.0014404301579045806,17.510324698410347,17.30295341246699,-8.705075270882713,-2.186107442975563,59.177694711153514,-11.213282701899317
75.0,100,0.8978594661201345,-0.10250339182845515,0.004520933942890124,-0.0014991082404500183,18.273555445297195,18.066184159353842,-8.750365329416946,-2.278579769904637,59.385252971579575,-11.956953865973976
76.0,100,0.8898108524821121,-0.1105520054664775,0.004597539422558754,-0.0015757137201186497,19.281068651124176,19.07369736518082,-8.821900329569804,-2.397275710068702,59.367369858398966,-12.926066403655303
77.0,100,0.8826813717475426,-0.11768148620104722,0.0046625002615056895,-0.0016406745590655846,20.144561462630623,19.93719017668726,-8.876961849966483,-2.49947213114089,59.43072173807071,-13.813943948484269
78.0,100,0.8743509529810145,-0.1260119049675752,0.004734687864434632,-0.001712862161994526,21.116350054915873,20.908978768972517,-8.942755254129745,-2.61237643077029,59.36413567835566,-14.831759432700034
79.0,100,0.865318852732859,-0.13504400521573062,0.004809139626060219,-0.0017873139236201142,22.131830678616424,21.924459392673057,-9.01216642242013,-2.7288705798674644,59.215934134018454,-15.93119040153796
80.0,100,0.8567715395081046,-0.14359131844048514,0.004875905902874636,-0.0018540802004345315,23.05591284350323,22.84854155755987,-9.070822745567714,-2.834583987204067,59.10559152077637,-16.992762439280757
81.0,100,0.8471993291564721,-0.15316352879211748,0.004946702247473759,-0.0019248765450336546,24.051042600043427,23.84367131410007,-9.135585100447283,-2.9463754622674614,58.8812916224791,-18.168291762078734
82.0,100,0.8368861133197594,-0.1634767446288303,0.005018710115308828,-0.0019968844128687227,25.080517753495496,24.873146467552136,-9.202398279305815,-3.0601883018403124,58.57081033832206,-19.430002470736486
83.0,100,0.8261348159601014,-0.1742280419884883,0.005089345805759723,-0.0020675201033196174,26.10941357879418,25.902042292850822,-9.267587919691149,-3.1723457182805803,58.20344553457989,-20.748596698979373
84.0,100,0.8159691260943013,-0.18439373185428842,0.00515222961849999,-0.0021304039160598845,27.043222402170855,26.8358511162275,-9.32207812181371,-3.273772699121198,57.88192998909865,-22.02134166896133
85.0,100,0.805193225955973,-0.1951696319926166,0.005214337545952174,-0.0021925118435120695,27.987578680842553,27.780207394899197,-9.37569154820108,-3.3742940243726993,57.487550269700655,-23.36695081286004
86.0,100,0.7939694100281421,-0.20639344792044761,0.005274715293617957,-0.0022528895911778524,28.928070635335313,28.720699349391953,-9.427156930105559,-3.4726345711556683,57.03495530952321,-24.770775197538196
87.0,100,0.7834436266388892,-0.21691923130970028,0.005327625938077931,-0.0023058002356378263,29.772950581612637,29.565579295669274,-9.468435684772732,-3.5607560577174193,56.638863377161115,-26.118096554401006
88.0,100,0.7717113411444783,-0.22865151680411144,0.005381954109394765,-0.0023601284069546605,30.668200859613314,30.460829573669944,-9.511863574118333,-3.6509961439223897,56.10959932536892,-27.598590030693916
89.0,100,0.7614372278586398,-0.2389256300899499,0.005425408140888583,-0.0024035824384484785,31.41096457312664,31.20359328718328,-9.540298789580953,-3.7262148084409756,55.714363499488876,-28.945055281074676
90.0,100,0.750450445790136,-0.24991241215845364,0.005467740794083388,-0.002445915091643283,32.163894567129795,31.956523281186435,-9.567289131875457,-3.799959653056554,55.23599022190746,-30.374657983156798
91.0,100,0.7387435426797319,-0.26161931526885773,0.005508737946004097,-0.002486912243563992,32.92507317964901,32.717701893705645,-9.592572308203009,-3.8719653310644633,54.67248191083324,-31.889395718731738
92.0,100,0.7281216976220202,-0.27224116032656953,0.005541818963160607,-0.0025199932607205024,33.574538702945475,33.36716741700211,-9.60711685619761,-3.9332034576038595,54.205618509288286,-33.3074885447774
93.0,100,0.7157109286161261,-0.28465192933246364,0.005576048562432739,-0.002554222859992634,34.289157765843605,34.081786479900245,-9.62310980751399,-3.995859750092421,53.547462870476245,-34.91687360809016
94.0,100,0.7041518124437133,-0.2962110455048765,0.005603956261295975,-0.00258213055885587,34.91500823964835,34.707636953704984,-9.630727376165053,-4.0501074158659,52.960839684386656,-36.45472621868046
95.0,100,0.6924645123196855,-0.3078983456289043,0.005627856234425122,-0.0026060305319850177,35.50462697466067,35.29725568871731,-9.632864942732951,-4.098846027973261,52.34948453326004,-38.01731079430779
96.0,100,0.6804716485360118,-0.31989120941257787,0.005648110415791361,-0.002626284713351256,36.06695470183326,35.8595834158899,-9.630003000027807,-4.1425547974506305,51.695133812146004,-39.62289093992254
97.0,100,0.6663351805614494,-0.33402767738714023,0.005667350073232825,-0.0026455243707927192,36.68344531548476,36.47607402954141,-9.625234689185374,-4.1843236826833605,50.812678275036696,-41.45657590153257
98.0,100,0.6546506219598905,-0.34571223598869927,0.005679184973838085,-0.0026573592713979802,37.152331079584144,36.944959793640784,-9.611258770249739,-4.216852109305662,50.16194222573576,-43.058541375334215
99.0,100,0.642009081047478,-0.3583537769011116,0.005687889822156229,-0.0026660641197161243,37.61862579013795,37.411254504194595,-9.592760646334753,-4.244826563521883,49.40248065321438,-44.769232372356306
100.0,100,0.6272439941327331,-0.37311886381585657,0.005692777694404539,-0.0026709519919644333,38.11045712006339,37.903085834120034,-9.568129623982522,-4.266636206827414,48.417577707086345,-46.70536474298506
101.0,100,0.6150110192634609,-0.3853518386851289,0.00569280731135248,-0.0026709816089123747,38.477742535620976,38.27037124967762,-9.538171368769621,-4.28308476590517,47.67200408416268,-48.402167790409436
102.0,100,0.6018748803548435,-0.39848797759374627,0.00568826426946146,-0.002666438567021355,38.826396283969295,38.619024998025935,-9.501485312797202,-4.292777102218603,46.82445866693255,-50.20094263214028
103.0,100,0.58949199398732,-0.41087086396126976,0.005680087212283903,-0.0026582615098437977,39.11611230321943,38.908741017276064,-9.460375846505752,-4.298014279234552,46.039218777007214,-51.937411946566336
104.0,100,0.576496206480896,-0.42386665146769376,0.005667421993148163,-0.0026455962907080584,39.37933373705476,39.17196245111139,-9.412844438885898,-4.296799435563417,45.180353729625516,-53.747506418448744
105.0,100,0.5642674999401741,-0.43609535800841576,0.005651517220890968,-0.002629691518450863,39.58714721070446,39.379775924761105,-9.361433710704794,-4.291676181212285,44.38626740605232,-55.49282216652266
106.0,100,0.5512243613931941,-0.44913849655539556,0.00563056624690004,-0.002608740544459935,39.76893162720458,39.56156034126122,-9.302673377245707,-4.279172746659488,43.49819961533845,-57.332119381737236
107.0,100,0.5389667249882912,-0.4613961329602984,0.005607013307204766,-0.0025851876047646603,39.90113132239891,39.693760036455565,-9.2409867855844,-4.263714574849571,42.67700325316698,-59.104545168409416
108.0,100,0.5262904541086392,-0.47407240383995053,0.0055787242373417575,-0.0025568985349016518,39.99852875015839,39.79115746421503,-9.172585488331713,-4.241512493291261,41.80196730556878,-60.93081054050834
109.0,100,0.5148358489789152,-0.48552700896967477,0.0055496957626773825,-0.0025278700602372763,40.05188215740637,39.844510871463015,-9.104234309515368,-4.219333784738625,41.03813007769471,-62.64587719288312
110.0,100,0.5026452804183845,-0.4977175775302052,0.005514744974797735,-0.00249291927235763,40.068091335425805,39.86072004948245,-9.027146783768735,-4.18839360730752,40.190394414579664,-64.44484228049888
111.0,100,0.4916088384362916,-0.5087540195122982,0.005479851822593769,-0.0024580261201536642,40.05025307284894,39.84288178690558,-8.951271158176516,-4.15863858505918,39.44710374227481,-66.13936237730445
112.0,100,0.48079227363293375,-0.5195705843156558,0.0054424749265920575,-0.002420649224151952,40.00098105693256,39.79360977098921,-8.872279966833288,-4.125743606341168,38.71579856071866,-67.82189698336131
113.0,100,0.4685934567984025,-0.5317694011501873,0.005396672747453193,-0.0023748470450130877,39.90892377057986,39.7015524846365,-8.780468054123983,-4.080003114741883,37.8361015889404,-69.65282337964028
114.0,100,0.4571464792477756,-0.5432163787008142,0.0053501407043554175,-0.002328315001915312,39.787012666120916,39.57964138017755,-8.68844325690599,-4.034025061123226,37.02146870979799,-71.4186856832834
115.0,100,0.4458174670084261,-0.5545453909401635,0.005300700611690688,-0.002278874909250583,39.632482106654095,39.42511082071074,-8.592619583901392,-3.984223540817945,36.20854804361968,-73.18283577396244
116.0,100,0.43339994539644133,-0.5669629125521485,0.005242959124574687,-0.0022211334221345813,39.42759288385363,39.22022159791027,-8.484311713867763,-3.921912845665861,35.27653345349388,-75.06607978858895
117.0,100,0.4219886623689599,-0.5783741955796299,0.005186894648836225,-0.0021650689463961195,39.20928661729345,39.00191533135009,-8.379563870231571,-3.8631357730074485,34.43431492104095,-76.8595277455426
118.0,100,0.4110342059789885,-0.5893286519696013,0.005129858668306117,-0.0021080329658660123,38.96756050369152,38.76018921774816,-8.274044955419171,-3.8035653033351697,33.62862359848884,-78.61644849259541
119.0,100,0.3997654763508326,-0.6005973815977572,0.005068156001735759,-0.002046330299295653,38.68859572683261,38.48122444088925,-8.161861676587549,-3.737306435423087,32.78164891891341,-80.41465259667156
120.0,100,0.38884910388884075,-0.6115137540597491,0.005004959249651905,-0.0019831335472118,38.38411937985382,38.17674809391047,-8.04804351270528,-3.669391707960539,31.961308663223992,-82.1862222768617
121.0,100,0.3780736925222683,-0.6222891654263214,0.004939639470302554,-0.0019178137678624498,38.0541839273575,37.84681264141414,-7.931578286593452,-3.598807142501312,31.145724554657082,-83.95303580992932
122.0,100,0.36732848412320473,-0.6330343738253849,0.00487172923049761,-0.0018499035280575048,37.69743778127995,37.4900664953366,-7.811707391829617,-3.5247942339474068,30.32386233188846,-85.72612745719864
123.0,100,0.35812328547284983,-0.6422395724757398,0.004811028595474222,-0.0017892028930341173,37.36658739055673,37.15921610461336,-7.703815515875848,-3.462741099004624,29.648108948723152,-87.35311026486467
124.0,100,0.3491919870153731,-0.6511708709332167,0.004749561694328357,-0.0017277359918882523,37.01985733282238,36.81248604687902,-7.59526287631498,-3.400010048551478,28.99271187524216,-88.95973676284638
125.0,100,0.33817834127538016,-0.6621845166732095,0.004670982395880899,-0.0016491566934407945,36.56447372054759,36.35710243460423,-7.460418477745821,-3.310966852473228,28.120719861802357,-90.7829582007869
126.0,100,0.32767644872786006,-0.6726864092207296,0.004593374101734273,-0.001571548399294168,36.10344755550693,35.89607626956357,-7.32773349886412,-3.224061273848236,27.290962434810385,-92.56394505227958
127.0,100,0.3194958864877491,-0.6808669714608405,0.004530657401863472,-0.0015088316994233664,35.72169742400225,35.51432613805888,-7.218909696289308,-3.160999161971464,26.686075643770383,-94.1200612678203
128.0,100,0.3087063804535036,-0.6916564774950861,0.004445256505817879,-0.0014234308033777739,35.19137364457367,34.98400235863032,-7.0751417680585185,-3.0629740677588604,25.812561663251376,-95.94480467284002
129.0,100,0.29941802051395217,-0.7009448374346375,0.004369312864973214,-0.0013474871625331084,34.710588034313574,34.50321674837021,-6.946686561613305,-2.9802433446255505,25.081636973465027,-97.62695878712708
130.0,100,0.2898093533592797,-0.71055350458931,0.004288175733734906,-0.0012663500312948019,34.18747673657068,33.98010545062732,-6.8106389625089365,-2.8899027691358583,24.311521631389247,-99.34830355370357
131.0,100,0.28211373723294786,-0.7182491207156418,0.0042212052677634325,-0.0011993795653233278,33.74864056064589,33.54126927470253,-6.697136216543032,-2.822090546249281,23.72594479766661,-100.88510981192692
132.0,100,0.27348107164346497,-0.7268817863051248,0.0041437184785625605,-0.0011218927761224551,33.23275263632165,33.0253813503783,-6.567689655870082,-2.7383199167497283,23.040679120256296,-102.52160491383796
133.0,100,0.26453594125742425,-0.7358269166911654,0.004061448838147535,-0.0010396231357074298,32.67841014375262,32.471038857809255,-6.431271745432328,-2.64756042107207,22.316983774096155,-104.19652968449881
134.0,100,0.2565372757846059,-0.7438255821639838,0.003985867830604525,-0.0009640421281644195,32.162560032507066,31.95518874656371,-6.305669124501391,-2.5676011395387497,21.681752764414572,-105.7829901186811
135.0,100,0.24950264811317244,-0.7508602098354172,0.003917609913769185,-0.0008957842113290804,31.69101969429668,31.48364840835332,-6.191815983184709,-2.4993775440986394,21.137269041830365,-107.27870326576603
136.0,100,0.2409935488381546,-0.7593693091104351,0.0038327792449085276,-0.0008109535424684229,31.09798598394064,30.890614697997282,-6.0526324922890735,-2.405810625410987,20.44001787367134,-108.92718385842576
137.0,100,0.2341123813121195,-0.7662504766364701,0.003762505258538538,-0.0007406795560984332,30.601681146021797,30.394309860078437,-5.9363947631438405,-2.3351749947256772,19.899624437612484,-110.41880671898534
138.0,100,0.22901450935900655,-0.7713483485895831,0.0037093808018817623,-0.0006875550994416574,30.223372738047424,30.01600145210407,-5.847004729573807,-2.2913757568777084,19.532925494467463,-111.73673508663107
139.0,100,0.22097725061772527,-0.7793856073308644,0.0036234853476559427,-0.000601659645215838,29.605535958027673,29.39816467208431,-5.707206849691453,-2.1971580239824227,18.86792100379901,-113.35296900180023
140.0,100,0.21275070908325128,-0.7876121488653384,0.003533515123789502,-0.0005116894213493972,28.952629965397488,28.74525867945412,-5.561501870531703,-2.0970185754350514,18.177994302208646,-114.99412512789132
141.0,100,0.20486766426603786,-0.7954951936825517,0.0034455052842464642,-0.0004236795818063591,28.309022914483506,28.101651628540143,-5.419204611812361,-2.00027244071484,17.516509360410847,-116.60683949418983
142.0,100,0.1985399697158448,-0.8018228882327448,0.003373210904427591,-0.0003513852019874856,27.77590995280056,27.568538666857197,-5.301491719811589,-1.9280992846863338,17.005889405338866,-118.06868887376253
143.0,100,0.19176308633402406,-0.8085997716145658,0.003294413495054242,-0.0002725877926141369,27.191242360521695,26.98387107457834,-5.17404120985022,-1.8461767315894582,16.445520151365493,-119.5802875522366
144.0,100,0.18589154971667893,-0.8144713082319107,0.0032246742019662895,-0.00020284849952618435,26.669995528162524,26.462624242219164,-5.060838699934329,-1.7784920268337603,15.97152252913679,-121.00551459896603
145.0,100,0.1810829760646112,-0.8192798818839786,0.0031665243980515145,-0.0001446986956114095,26.232754698576812,26.025383412633445,-4.96575861807766,-1.728919668634247,15.599686947099459,-122.32857960550409
146.0,100,0.17458118628619587,-0.8257816716623938,0.0030865282080125775,-6.470250557247281e-05,25.6278464915399,25.420475205596542,-4.837261968397039,-1.6459210070565193,15.054537363918099,-123.82495861318614
147.0,100,0.168309441094472,-0.8320534168541177,0.0030077019848311574,1.4123717608947972e-05,25.02773661547741,24.820365329534052,-4.710834284804994,-1.5649816065394153,14.528412369226755,-125.3023130323782
148.0,100,0.16087043344375765,-0.839492424504832,0.002912525978469392,0.00010929972397071302,24.29914678138119,24.091775495437833,-4.559521314352055,-1.4591460423896554,13.88110074585402,-126.90085408025165
149.0,100,0.15564361331775134,-0.8447192446308383,0.002844546680404012,0.00017727902203609267,23.776158404507587,23.56878711856422,-4.450335934584524,-1.395427025585476,13.450479185382546,-128.28270506522387
150.0,100,0.1509479310140528,-0.8494149269345369,0.0027823949558958986,0.0002394307465442062,23.295511628537405,23.088140342594045,-4.350311439789148,-1.3408613852441362,13.06989229263981,-129.61452138246727
151.0,100,0.1459381896718678,-0.854424668276722,0.0027149945182777108,0.00030683118416239397,22.771799492621078,22.564428206677718,-4.242436812758067,-1.2784368355754359,12.654300157075449,-130.98134294253236
152.0,100,0.1416127691002266,-0.8587500888483629,0.0026557346915486502,0.000366091010891455,22.3089638424797,22.10159255653634,-4.14725512478414,-1.228698403797164,12.304342851801636,-132.28252967230688
153.0,100,0.13697098404778324,-0.8633918739008064,0.002591248674479906,0.00043057702796019906,21.803357223365563,21.595985937422206,-4.044234896503111,-1.1711136807289426,11.919570549591096,-133.61853139901814
154.0,100,0.1309845885328396,-0.8693782694157501,0.0025066497314946705,0.0005151759709454347,21.136959658961512,20.929588373018156,-3.9105463351312255,-1.0828521696533862,11.396869980827955,-135.092461392282
155.0,100,0.12598831221837004,-0.8743745457302196,0.002435082198707562,0.0005867435037325436,20.571172620524514,20.36380133458115,-3.797080129095266,-1.014804226410077,10.969577723342233,-136.47098307426842
156.0,100,0.12096086567758484,-0.8794019922710047,0.002362059148487012,0.0006597665539530934,19.99176551454257,19.78439422859921,-3.681582628668739,-0.9447168164433813,10.535817105769908,-137.8559731163415
157.0,100,0.11664208870384665,-0.883720769244743,0.002298236032788426,0.0007235896696516789,19.48309766676886,19.275726380825503,-3.5803725551570813,-0.8889103376216134,10.170259637934285,-139.1727600086778
158.0,100,0.11334632726765678,-0.887016530680933,0.002248840481077661,0.0007729852213624442,19.088014992746903,18.880643706803543,-3.501445970899286,-0.8553809768850278,9.904391013786334,-140.38985805732648
159.0,100,0.10942471662159668,-0.890938141326993,0.002189262853418846,0.0008325628490212591,18.60988703554056,18.402515749597203,-3.407038282108434,-0.8063653939241108,9.573838788772337,-141.6716397068412
160.0,100,0.10563150624886143,-0.8947313516997283,0.0021308981491473355,0.0008909275532927694,18.140036304007513,17.932665018064156,-3.314642516012594,-0.7593554745655752,9.253559841542947,-142.94314807857128
161.0,100,0.10074686266536033,-0.8996159952832294,0.0020547776122064793,0.000967048090233626,17.525370242103985,17.317998956160622,-3.1952081034167095,-0.6853000408779902,8.821321191049822,-144.32661615356514
162.0,100,0.09644626834176842,-0.9039165896068212,0.0019867719185134537,0.0010350537839266514,16.974331134881485,16.76695984893812,-3.0883806367025297,-0.6238445956383599,8.444634338947537,-145.65453243016813
163.0,100,0.09211881416667694,-0.9082440437819128,0.0019174701204493596,0.0011043555819907458,16.411136779493283,16.203765493549927,-2.9797276284873595,-0.5605571689880051,8.062620602068053,-146.98777559154834
164.0,100,0.0888518697614644,-0.9115109881871253,0.0018644031645630773,0.0011574225378770276,15.978475552786838,15.77110426684348,-2.896065974615468,-0.5222557886772284,7.784481118344043,-148.21714449977304
165.0,100,0.0852530996675177,-0.915109758281072,0.0018052348120197194,0.0012165908904203852,15.494755130171665,15.287383844228302,-2.803196471199496,-0.474741186339373,7.470955900028608,-149.48189914258919
166.0,100,0.08131612617728168,-0.9190467317713081,0.0017397485605721386,0.0012820771418679668,14.958001820402933,14.750630534459575,-2.7007878243599044,-0.4176822315570431,7.121474209467046,-150.78261025765147
167.0,100,0.07846689220266663,-0.9218959657459229,0.0016918311892304076,0.0013299945132096973,14.564305126224076,14.356933840280718,-2.6253929363849213,-0.3876313505046414,6.878435091507113,-151.97687880011213
168.0,100,0.07639666311908536,-0.9239661948295044,0.0016566173005653803,0.0013652084018747248,14.274273112081241,14.066901826137883,-2.5695138570391878,-0.37709281136321426,6.711874819277038,-153.0946684968429
169.0,100,0.07287092556435326,-0.9274919323842363,0.0015958739622856494,0.001425951740154456,13.772611855925895,13.565240569982535,-2.4746930662785815,-0.3276086485658214,6.398159355076703,-154.35961338554395
170.0,100,0.07012763990795137,-0.9302352180406382,0.0015480670911550683,0.0014737586112850364,13.376841714312146,13.169470428368786,-2.3997470071017792,-0.2979953739913744,6.161112982491125,-155.54788918263026
171.0,100,0.06737255617717634,-0.9329903017714134,0.0014995982954596275,0.0015222274069804779,12.974806269280982,12.767434983337623,-2.3239048806707987,-0.26748102251603445,5.920832429862244,-156.73939915975984
172.0,100,0.06460006308872843,-0.9357627948598611,0.0014502032446303851,0.00157162245780972,12.564030553641995,12.356659267698639,-2.2467393290740807,-0.23563960455582245,5.677317697190062,-157.93414331693273
173.0,100,0.061810011128488794,-0.938552846820101,0.0013998892824073988,0.0016219364200327061,12.144592490219324,11.937221204275966,-2.1682605455940576,-0.20248134985261876,5.430568784474576,-159.13212165414893
174.0,100,0.059334521900012774,-0.9410283360485772,0.00135489340116421,0.0016669323012758947,11.768898354641715,11.561527068698355,-2.097995548411965,-0.17753300987020032,5.213688475688413,-160.30023138743584
175.0,100,0.05667969760926882,-0.9436831603393209,0.0013060713856746942,0.0017157543167654109,11.360322928468879,11.15295164252552,-2.021980017178021,-0.14683031540027566,4.977307963699986,-161.48784132392498
176.0,100,0.054342651933548106,-0.9460202060150416,0.0012626154651492521,0.0017592102372908534,10.99587509348608,10.788503807542718,-1.9542394436936135,-0.12439931466055096,4.771366793295582,-162.6450119188301
177.0,100,0.052160184871548186,-0.9482026730770414,0.0012217239216689303,0.0018001017807711746,10.652433670542857,10.445062384599497,-1.890486952231099,-0.1059532635477791,4.579598941316237,-163.78800919531014
178.0,100,0.04996488538472691,-0.9503979725638627,0.0011800298647421446,0.0018417958376979607,10.301352085879637,10.093980799936276,-1.825583772087555,-0.08635362201685605,4.385357892833191,-164.9334796682939
179.0,100,0.04775873657979337,-0.9526041213687961,0.0011377581802448032,0.0018840675221953017,9.944819705054233,9.737448419110873,-1.759878139163746,-0.06594814238226762,4.188643647846445,-166.08142333778136
180.0,100,0.045367514476723644,-0.9549953434718659,0.0010914865724638459,0.001930339129976259,9.55384029033675,9.34646900439339,-1.6881344844819997,-0.03950198787938218,3.972334076714982,-167.24896233341354
181.0,100,0.043650789078272086,-0.9567120688703175,0.0010579154243864168,0.0019639102780536883,9.269630571516004,9.062259285572644,-1.635840972833683,-0.0325029426301397,3.822230073528769,-168.35029576110045
182.0,100,0.04244204815461524,-0.9579208097939743,0.0010340822210345674,0.0019877434814055375,9.067560765707219,8.860189479763857,-1.59844655949867,-0.040401133195301815,3.7221607380712936,-169.40159452105866
183.0,100,0.04157439252185296,-0.9587884654267366,0.0010168178441346285,0.0020050078583054762,8.9209466656907,8.71357537974734,-1.571107191154322,-0.058352844052849656,3.6555746783562437,-170.41941000527444
184.0,100,0.040700761847173236,-0.9596620961014164,0.000999286294172747,0.002022539408267358,8.771840086312276,8.564468800368914,-1.5433817619577386,-0.07591763148900425,3.588037389216693,-171.4381767189147
185.0,100,0.03947249823292209,-0.9608903597156675,0.0009744555965498129,0.0020473701058902924,8.560381018510466,8.353009732567108,-1.504564466008485,-0.08238888562297572,3.484353381946115,-172.49309015068596
186.0,100,0.03753206761402799,-0.9628307903345615,0.0009348198308729802,0.002087005871567125,8.22223628030896,8.014864994365603,-1.4432278089717048,-0.06633861693825856,3.3085661842983836,-173.62010677283445
187.0,100,0.03628977261056626,-0.9640730853380234,0.0009091503172243278,0.002112675385215777,8.002809993926292,7.795438707982932,-1.4032273130511361,-0.07162266997451425,3.2018382428694037,-174.6780641387641
188.0,100,0.03611187335404909,-0.9642509845945406,0.0009054479964890113,0.0021163777059510936,7.971123764268639,7.76375247832528,-1.396733435214297,-0.11041218860482013,3.201077259329803,-175.63005454680444
189.0,100,0.03449757506814978,-0.9658652828804398,0.0008715735175230146,0.0021502521849170904,7.680807923185652,7.473436637242292,-1.344281932113306,-0.10324316451858465,3.0563001409207944,-176.72606108971416
190.0,100,0.03341500412515461,-0.966947853823435,0.0008486660284119557,0.0021731596740281493,7.48421016036492,7.27683887442156,-1.3085800209690726,-0.11282211108433846,2.964030886744225,-177.76955976839142
191.0,100,0.03250953011013229,-0.9678533278384573,0.0008293754314234398,0.0021924502710166647,7.31846841093043,7.1110971249870705,-1.2784261307775764,-0.1279474138531336,2.8887886392662185,-178.79603144037014
