time,Close,call_price,put_price
1970-01-16 07:00:00,12.24311251,1.132785522158116e-15,56.744251284559624
1970-01-16 08:00:00,13.95361646,1.31085955201792e-13,55.033747334559756
1970-01-16 09:00:00,17.77502052,3.48366996761671e-10,51.21234327490799
1970-01-16 10:00:00,18.30410736,8.363409270995315e-10,50.68325643539596
1970-01-16 11:00:00,17.61565624,2.6531236037212245e-10,51.37170755482493
1970-01-16 12:00:00,18.34357021,8.912847789485935e-10,50.64379358545091
1970-01-16 13:00:00,20.23827908,1.4744124777742227e-08,48.74908472930376
1970-01-16 14:00:00,19.14788267,3.106492348832996e-09,49.83948112766612
1970-01-16 15:00:00,17.20185762,1.282892450426627e-10,51.785506174687924
1970-01-16 16:00:00,16.81384649,6.319764651135297e-11,52.17351730462282
1970-01-16 17:00:00,14.38536496,3.7740823576693534e-13,54.60199883456001
1970-01-16 18:00:00,13.92547676,1.2213637335956357e-13,55.061887034559746
1970-01-16 19:00:00,14.12809594,2.022189680342399e-13,54.85926785455983
1970-01-16 20:00:00,13.38789584,3.025298308286977e-14,55.59946795455966
1970-01-16 21:00:00,14.05609852,1.692710742851289e-13,54.9312652745598
1970-01-16 22:00:00,15.79844308,8.671590290875046e-12,53.1889207145683
1970-01-16 23:00:00,16.27261628,2.2481438626829532e-11,52.7147475145821
1970-01-17 00:00:00,17.30529616,1.542559685860103e-10,51.68206763471389
1970-01-17 01:00:00,16.73110019,5.415195709791634e-11,52.256263604613785
1970-01-17 02:00:00,16.58838488,4.136386994343121e-11,52.39897891460099
1970-01-17 03:00:00,16.79587731,6.111930679428647e-11,52.19148648462074
1970-01-17 04:00:00,18.97589058,2.3964976619512786e-09,50.01147321695612
1970-01-17 05:00:00,20.44790689,1.956804376781049e-08,48.53945692412766
1970-01-17 06:00:00,21.16623878,4.974892773782526e-08,47.82112506430855
1970-01-17 07:00:00,22.55587362,2.6084899059295456e-07,46.43149043540862
1970-01-17 08:00:00,24.12870791,1.3853710488314792e-06,44.858657269930674
1970-01-17 09:00:00,24.62151678,2.2467825471311043e-06,44.36584926134218
1970-01-17 10:00:00,25.22061866,3.9514890980962825e-06,43.76674908604873
1970-01-17 11:00:00,28.47616278,5.764778731012885e-05,40.51125866234693
1970-01-17 12:00:00,28.42209839,5.540014755308492e-05,40.565320804707184
1970-01-17 13:00:00,29.86979793,0.00015317670688342559,39.117719041266504
1970-01-17 14:00:00,27.72646546,3.2775551913356567e-05,41.26093111011155
1970-01-17 15:00:00,26.13408558,8.926646756707572e-06,42.853287141206394
1970-01-17 16:00:00,24.78204829,2.6201438315045665e-06,44.20531812470346
1970-01-17 17:00:00,26.64759585,1.379604571061547e-05,42.33978174060533
1970-01-17 18:00:00,24.47051215,1.9410265313700174e-06,44.51685358558615
1970-01-17 19:00:00,22.00588908,1.3840040799025067e-07,46.98147485296003
1970-01-17 20:00:00,23.52261396,7.454421223133393e-07,45.46475058000175
1970-01-17 21:00:00,24.10999097,1.359681468583588e-06,44.87737418424109
1970-01-17 22:00:00,22.60396096,2.7535435590617073e-07,46.383403109913985
1970-01-17 23:00:00,22.80248431,3.4354922749305463e-07,46.18487982810886
1970-01-18 00:00:00,24.81987804,2.716086462623254e-06,44.16748847064609
1970-01-18 01:00:00,26.47237039,1.1912643039169212e-05,42.51500531720267
1970-01-18 02:00:00,25.67515218,5.967309369343842e-06,43.31221758186899
1970-01-18 03:00:00,27.01886358,1.8718112962631036e-05,41.968518932672595
1970-01-18 04:00:00,30.95500907,0.0003089454930876893,38.03266367005273
1970-01-18 05:00:00,32.95119948,0.0009960951416536773,36.03716040970128
